,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis skill,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security Skill,Machine Learning Skill,Robotics Skill,Research Skill,publication,project,Influencing Factor,Prefer Job
234,Male,4th,3.0,American International University-Bangladesh (AIUB),2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,30,25,Job Security,"Software Development,Other"
235,Male,4th,3.91,Port City International University (PCIU),2,2,3,2,2,2,2,2,3,2,2,1,2,3,2,3,0,4,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Gaming"
236,Male,4th,3.63,Daffodil International University (DIU),1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,0,10,"Social Acceptance,Job Security,flaxible Work Life Balanced",Software Development
237,Male,4th,3.16,Northern University Bangladesh (NUB),1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,"Social Acceptance,Job Security,Job Environment","Networking,Cyber Security"
238,Female,4th,3.67,United International University (UIU),3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,5,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Database Administration,Data Analysis,UI/UX Designing,ML/AI Engineer,Hardware Sector,Gaming,Management,Teaching,Researcher,Bank Job,BCS,Business,Govt Job,Abroad,Other"
239,Male,4th,3.15,American International University-Bangladesh (AIUB),2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,flaxible Work Life Balanced,"Software Development,Database Administration,Management"
240,Male,4th,3.41,Daffodil International University (DIU),3,2,3,2,3,2,3,2,3,3,3,3,3,2,2,2,0,7,"Job Security,Job Environment,Salary","Software Development,Data Analysis"
241,Female,3rd,3.52,Rajshahi University of Engineering & Technology (RUET),2,2,3,3,2,2,2,2,1,3,2,3,2,2,2,2,1,2,"Social Acceptance,Job Security,Salary","Software Development,Cyber Security,Abroad"
242,Male,3rd,3.54,Rajshahi University of Engineering & Technology (RUET),2,2,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Researcher,Abroad"
243,Male,3rd,3.32,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,0,2,"Salary,Job Security",Software Development
244,Male,3rd,3.71,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,3,2,2,2,2,2,1,1,2,2,1,1,1,1,1,0,2,"Social Acceptance,Job Environment,Salary","Software Development,Abroad"
245,Male,3rd,3.69,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,2,Salary,Teaching
246,Male,3rd,3.25,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
247,Male,3rd,3.0,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,0,4,"Social Acceptance,Job Environment",Software Development
248,Female,4th,3.62,International University of Business Agriculture & Technology (IUBAT),2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Job Security,Cyber Security
249,Female,4th,2.93,Daffodil International University (DIU),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,flaxible Work Life Balanced,Other
250,Male,4th,3.26,International Islamic University Chittagong (IIUC),2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,0,3,"Social Acceptance,Job Environment","Software Development,Teaching,Govt Job"
251,Male,3rd,3.48,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,Job Environment,Teaching
252,Female,4th,3.66,Khulna University (KU),2,2,2,1,2,2,2,3,3,1,1,1,0,2,0,0,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
253,Male,4th,3.11,Khulna University (KU),3,2,2,1,1,2,1,2,3,1,1,0,0,1,0,0,0,2,"Salary,flaxible Work Life Balanced","Software Development,BCS"
254,Female,4th,3.8,Noakhali Science & Technology University (NSTU),3,2,3,2,1,2,2,1,2,1,1,1,0,1,0,1,1,3,"Job Security,flaxible Work Life Balanced","Teaching,Researcher,Bank Job,Govt Job"
255,Male,4th,3.2,East West University (EWU),3,2,3,2,2,2,2,2,1,1,1,2,2,2,3,1,0,5,"Salary,flaxible Work Life Balanced","Networking,Cyber Security,ML/AI Engineer"
256,Female,3rd,2.93,Khulna University (KU),1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,Job Security,"Bank Job,BCS,Govt Job"
257,Male,4th,3.35,Shahjalal University of Science & Technology (SUST),3,2,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,5,Salary,"Software Development,Database Administration,ML/AI Engineer"
258,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),2,2,3,3,2,2,1,2,1,2,2,3,2,1,0,2,0,4,"Job Environment,Salary","Networking,Researcher,Abroad"
259,Male,4th,2.56,Shahjalal University of Science & Technology (SUST),3,2,2,1,3,3,2,1,3,0,1,1,0,1,0,2,1,10,"Job Security,Salary",Software Development
260,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),2,2,3,3,2,2,1,2,1,0,2,3,0,2,0,1,0,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
261,Female,4th,3.0,Shahjalal University of Science & Technology (SUST),1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
262,Male,4th,3.07,Shahjalal University of Science & Technology (SUST),1,1,3,3,1,2,1,0,1,2,2,3,2,1,0,0,0,4,"Job Environment,Salary",Software Development
263,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),2,1,3,3,2,2,1,2,1,2,2,3,2,1,2,0,0,4,"Job Environment,Salary","Software Development,ML/AI Engineer"
264,Male,4th,3.56,"Islamic University, Bangladesh (IU)",3,3,3,2,3,3,3,2,3,2,2,1,1,1,1,1,0,3,Salary,"Software Development,Database Administration"
265,Male,4th,3.88,"Islamic University, Bangladesh (IU)",3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,1,Job Security,"Teaching,Bank Job"
266,Female,4th,3.9,"Islamic University, Bangladesh (IU)",3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,3,4,1,Job Security,"Teaching,Researcher,Bank Job,BCS"
267,Male,4th,2.95,"Islamic University, Bangladesh (IU)",3,3,3,2,3,3,1,1,3,3,3,1,1,1,1,1,0,4,"Job Security,Salary","Software Development,Database Administration"
268,Male,4th,3.0,Shahjalal University of Science & Technology (SUST),3,3,3,2,3,3,3,2,3,3,3,1,1,1,1,1,0,5,"Job Security,Salary","Software Development,Networking"
269,Male,4th,3.23,Shahjalal University of Science & Technology (SUST),3,1,2,1,2,3,3,3,1,3,3,2,2,3,3,1,0,4,"Job Security,Salary","Data Analysis,ML/AI Engineer"
270,Female,4th,2.98,University of Chittagong (CU),2,2,3,2,1,2,2,0,2,1,2,0,0,1,0,0,1,3,"Social Acceptance,Job Environment","Software Development,Govt Job"
271,Male,4th,3.78,Shahjalal University of Science & Technology (SUST),3,2,2,3,1,2,1,1,2,2,2,2,2,1,1,3,4,1,"Salary,flaxible Work Life Balanced","Teaching,Abroad"
272,Male,4th,2.91,University of Chittagong (CU),1,1,2,3,1,1,1,0,1,0,1,0,0,0,0,1,0,2,"Social Acceptance,Job Security,flaxible Work Life Balanced","Bank Job,BCS,Business,Govt Job,Abroad"
